0.95314,0.93933,0.92691,0.91824,0.91546,0.91963,0.93064,0.94671,0.96456,0.98073,0.99322,0.99474,0.99458,0.99521,0.99699,1
0.96663,0.95413,0.94239,0.93278,0.92691,0.92615,0.93104,0.94127,0.95524,0.97026,0.98375,0.99391,0.99543,0.99608,0.99754,1
0.97898,0.96691,0.95575,0.94602,0.9387,0.93498,0.93565,0.94101,0.95056,0.96277,0.97552,0.98669,0.99496,0.99663,0.99795,1
0.99059,0.97839,0.96754,0.95788,0.94991,0.94452,0.94249,0.94426,0.94992,0.95881,0.96959,0.98045,0.98974,0.99636,0.99821,1
0.99589,0.98864,0.97811,0.96854,0.9603,0.954,0.95025,0.94954,0.95219,0.95803,0.96637,0.97593,0.98525,0.99303,0.99809,1
0.99784,0.9953,0.98746,0.97821,0.96987,0.96303,0.95819,0.95582,0.95627,0.95961,0.96559,0.97342,0.98201,0.99015,0.99646,1
0.99899,0.99733,0.99478,0.98683,0.97863,0.97148,0.96596,0.96246,0.96133,0.96276,0.96669,0.97275,0.98018,0.98803,0.99505,1
0.9975,0.99801,0.99653,0.99432,0.98663,0.97935,0.97336,0.96907,0.9668,0.96678,0.96907,0.97353,0.97968,0.98683,0.99402,1
0.90065,0.99298,0.997,0.9957,0.99395,0.98666,0.98033,0.97547,0.97235,0.97123,0.97223,0.9753,0.98021,0.98649,0.99343,1
0.80501,0.90649,0.97618,0.99607,0.99498,0.99364,0.98693,0.98157,0.97779,0.9758,0.97579,0.97769,0.98148,0.98683,0.99325,1
0.78431,0.84162,0.91552,0.96935,0.99509,0.99427,0.99345,0.9874,0.98304,0.98034,0.97947,0.98041,0.9832,0.98764,0.99341,1
0.81171,0.82823,0.87071,0.92536,0.96799,0.99413,0.99366,0.99319,0.98807,0.98474,0.98313,0.98326,0.98518,0.98876,0.99382,1
0.85289,0.84531,0.86012,0.89327,0.9348,0.96932,0.99339,0.99328,0.99274,0.98894,0.98669,0.98612,0.98727,0.99005,0.99437,1
0.88933,0.87257,0.87049,0.88413,0.91098,0.94351,0.9718,0.99292,0.9932,0.99261,0.99006,0.98889,0.98935,0.9914,0.995,1
0.91674,0.89916,0.88915,0.89021,0.90296,0.9252,0.9513,0.97473,0.99267,0.99346,0.99291,0.99146,0.99136,0.99278,0.99567,1
0.93712,0.92139,0.90896,0.90324,0.90627,0.91809,0.93686,0.95829,0.97772,0.99277,0.99406,0.99355,0.99317,0.99407,0.99634,1
